subject;nodes;degree;betweenness;closeness;pagerank;count_quality
Subject02;O1;0.1111111111111111;0.11111111111111112;0.2465753424657534;0.06476257361645577;G
Subject02;O2;0.05555555555555555;0.0;0.2;0.03830970717962636;G
Subject02;Fz;0.1111111111111111;0.11111111111111112;0.32727272727272727;0.052616275203967514;G
Subject02;Cz;0.16666666666666666;0.38562091503267976;0.32142857142857145;0.07348428931707367;G
Subject02;Pz;0.16666666666666666;0.45098039215686275;0.3829787234042553;0.06712176005041028;G
Subject03;Fp1;0.05555555555555555;0.0;0.1875;0.03909150713371325;G
Subject03;Fp2;0.1111111111111111;0.11111111111111112;0.2647058823529412;0.06027256050870372;G
Subject03;F3;0.16666666666666666;0.30718954248366015;0.28125;0.07068824870309835;G
Subject03;F4;0.05555555555555555;0.0;0.2571428571428571;0.024330963426762334;G
Subject03;F7;0.1111111111111111;0.11111111111111112;0.22784810126582278;0.06692674846956997;G
Subject03;F8;0.05555555555555555;0.0;0.21176470588235294;0.03372192239551571;G
Subject03;T3;0.05555555555555555;0.0;0.15789473684210525;0.03713409998200368;G
Subject03;T4;0.1111111111111111;0.11111111111111112;0.27692307692307694;0.061607526768829274;G
Subject03;C3;0.05555555555555555;0.0;0.2222222222222222;0.02869143682714112;G
Subject03;C4;0.2222222222222222;0.673202614379085;0.36;0.10096304286691818;G
Subject03;T5;0.1111111111111111;0.11111111111111112;0.18556701030927836;0.06346563787060058;G
Subject03;T6;0.05555555555555555;0.0;0.21951219512195122;0.036035003429920595;G
Subject03;P3;0.16666666666666666;0.30718954248366015;0.21951219512195122;0.0808025745143553;G
Subject03;P4;0.1111111111111111;0.47058823529411764;0.32727272727272727;0.048866663391817944;G
Subject03;O1;0.05555555555555555;0.0;0.18181818181818182;0.029112751294837178;G
Subject03;O2;0.1111111111111111;0.42483660130718953;0.2903225806451613;0.04854455327940234;G
Subject03;Fz;0.2222222222222222;0.5947712418300654;0.33962264150943394;0.0864507346546306;G
Subject03;Cz;0.05555555555555555;0.0;0.26865671641791045;0.02923953533403645;G
Subject03;Pz;0.1111111111111111;0.36601307189542487;0.2535211267605634;0.05405448914814304;G
Subject04;Fp1;0.1111111111111111;0.29411764705882354;0.23684210526315788;0.03605816644682083;B
Subject04;Fp2;0.1111111111111111;0.11111111111111112;0.21428571428571427;0.056522559684128476;B
Subject04;F3;0.1111111111111111;0.36601307189542487;0.27692307692307694;0.04784799517366267;B
Subject04;F4;0.1111111111111111;0.20915032679738563;0.2608695652173913;0.0662930597879221;B
Subject04;F7;0.1111111111111111;0.20915032679738563;0.20224719101123595;0.049435993152021906;B
Subject04;F8;0.05555555555555555;0.0;0.1782178217821782;0.01637047627583848;B
Subject04;T3;0.1111111111111111;0.11111111111111112;0.17307692307692307;0.07310713229908697;B
Subject04;T4;0.1111111111111111;0.11111111111111112;0.2465753424657534;0.056360396644533184;B
Subject04;C3;0.05555555555555555;0.0;0.25;0.03088688391916469;B
Subject04;C4;0.16666666666666666;0.5686274509803921;0.3103448275862069;0.06958696080779515;B
Subject04;T5;0.05555555555555555;0.0;0.1487603305785124;0.04242542831243806;B
Subject04;T6;0.05555555555555555;0.0;0.2;0.03509301403734197;B
Subject04;P3;0.05555555555555555;0.0;0.18947368421052632;0.033200042262798705;B
Subject04;P4;0.1111111111111111;0.36601307189542487;0.26865671641791045;0.05368645787771714;B
Subject04;O1;0.1111111111111111;0.11111111111111112;0.1935483870967742;0.05913154721255409;B
Subject04;O2;0.05555555555555555;0.0;0.16363636363636364;0.04114043451499917;B
Subject04;Fz;0.16666666666666666;0.6209150326797386;0.32142857142857145;0.08009024320043145;B
Subject04;Cz;0.16666666666666666;0.5816993464052288;0.32727272727272727;0.07738604945563549;B
Subject04;Pz;0.16666666666666666;0.30718954248366015;0.23076923076923078;0.0753771589351091;B
Subject05;Fp1;0.05555555555555555;0.0;0.1956521739130435;0.025175862090500097;G
Subject05;Fp2;0.05555555555555555;0.0;0.16363636363636364;0.03613155665430823;G
Subject05;F3;0.16666666666666666;0.30718954248366015;0.3;0.08895392058122058;G
Subject05;F4;0.1111111111111111;0.20915032679738563;0.23076923076923078;0.06003944912300338;G
Subject05;F7;0.1111111111111111;0.11111111111111112;0.24;0.059878825208684275;G
Subject05;F8;0.1111111111111111;0.11111111111111112;0.1935483870967742;0.06810276930614359;G
Subject05;T3;0.05555555555555555;0.0;0.2727272727272727;0.033695646168361675;G
Subject05;T4;0.05555555555555555;0.0;0.21951219512195122;0.0323934953617631;G
Subject05;C3;0.2222222222222222;0.7254901960784313;0.3673469387755102;0.09636353108627949;G
Subject05;C4;0.16666666666666666;0.38562091503267976;0.27692307692307694;0.07515012174156292;G
Subject05;T5;0.05555555555555555;0.0;0.2535211267605634;0.03197419587769436;G
Subject05;T6;0.05555555555555555;0.0;0.17307692307692307;0.038808368853774367;G
Subject05;P3;0.16666666666666666;0.5032679738562091;0.3333333333333333;0.08072856842537485;G
Subject05;P4;0.16666666666666666;0.21568627450980393;0.20689655172413793;0.08978430562867308;G
Subject05;O1;0.1111111111111111;0.36601307189542487;0.2857142857142857;0.0423615388393786;G
Subject05;O2;0.1111111111111111;0.29411764705882354;0.24324324324324326;0.042495191163168786;G
Subject05;Fz;0.05555555555555555;0.0;0.23376623376623376;0.029979350073899798;G
Subject05;Cz;0.1111111111111111;0.42483660130718953;0.32142857142857145;0.03468035123948464;G
Subject05;Pz;0.05555555555555555;0.0;0.17307692307692307;0.03330295257672388;G
Subject06;Fp1;0.16666666666666666;0.21568627450980393;0.3103448275862069;0.08623222619235864;B
Subject06;Fp2;0.05555555555555555;0.0;0.2903225806451613;0.03022478370507211;B
Subject06;F3;0.05555555555555555;0.0;0.24;0.03864907984885487;B
Subject06;F4;0.1111111111111111;0.11111111111111112;0.3;0.054477065216797835;B
Subject06;F7;0.05555555555555555;0.0;0.24;0.028866441976913147;B
Subject06;F8;0.05555555555555555;0.0;0.23376623376623376;0.03553719176648008;B
Subject06;T3;0.05555555555555555;0.0;0.2571428571428571;0.03832213874049703;B
Subject06;T4;0.05555555555555555;0.0;0.20454545454545456;0.0297028453472759;B
Subject06;C3;0.16666666666666666;0.21568627450980393;0.33962264150943394;0.08565488212841633;B
Subject06;C4;0.05555555555555555;0.0;0.3157894736842105;0.025877975952436773;B
Subject06;T5;0.05555555555555555;0.0;0.2571428571428571;0.03613848143728626;B
Subject06;T6;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.057696485716964535;B
Subject06;P3;0.1111111111111111;0.11111111111111112;0.3;0.05338467708385694;B
Subject06;P4;0.16666666666666666;0.30718954248366015;0.32142857142857145;0.07908654992141173;B
Subject06;O1;0.05555555555555555;0.0;0.23376623376623376;0.03234753959374072;B
Subject06;O2;0.05555555555555555;0.0;0.2465753424657534;0.032184572643176826;B
Subject06;Fz;0.2222222222222222;0.542483660130719;0.4;0.09807627801863504;B
Subject06;Cz;0.2222222222222222;0.7058823529411765;0.45;0.09029378620032147;B
Subject06;Pz;0.16666666666666666;0.5228758169934641;0.4;0.06724699850950364;B
Subject07;Fp1;0.05555555555555555;0.0;0.225;0.03691241654182702;G
Subject07;Fp2;0.05555555555555555;0.0;0.3103448275862069;0.04382245855745327;G
Subject07;F3;0.1111111111111111;0.11111111111111112;0.2857142857142857;0.05627460901142946;G
Subject07;F4;0.05555555555555555;0.0;0.27692307692307694;0.020228363709217642;G
Subject07;F7;0.05555555555555555;0.0;0.225;0.03884441144181251;G
Subject07;F8;0.1111111111111111;0.11111111111111112;0.2857142857142857;0.07044211835779991;G
Subject07;T3;0.1111111111111111;0.11111111111111112;0.3050847457627119;0.05287862830684045;G
Subject07;T4;0.05555555555555555;0.0;0.2535211267605634;0.03539252946159445;G
Subject07;C3;0.16666666666666666;0.5686274509803921;0.4090909090909091;0.0703975586129467;G
Subject07;C4;0.16666666666666666;0.21568627450980393;0.3333333333333333;0.07931043553234601;G
Subject07;T5;0.05555555555555555;0.0;0.23684210526315788;0.028402860988118443;G
Subject07;T6;0.05555555555555555;0.0;0.2535211267605634;0.034087995193692426;G
Subject07;P3;0.16666666666666666;0.39215686274509803;0.33962264150943394;0.07823887894631207;G
Subject07;P4;0.05555555555555555;0.0;0.21176470588235294;0.0329863780426025;G
Subject07;O1;0.1111111111111111;0.11111111111111112;0.2647058823529412;0.057688826966364806;G
Subject07;O2;0.05555555555555555;0.0;0.21176470588235294;0.0322931688824225;G
Subject07;Fz;0.2222222222222222;0.477124183006536;0.375;0.08626329166678337;G
Subject07;Cz;0.2222222222222222;0.6993464052287582;0.43902439024390244;0.08931477624321042;G
Subject07;Pz;0.1111111111111111;0.11111111111111112;0.2647058823529412;0.05622029353722573;G
Subject08;Fp1;0.05555555555555555;0.0;0.20224719101123595;0.03854652599864133;G
Subject08;Fp2;0.1111111111111111;0.11111111111111112;0.16071428571428573;0.06935953765021359;G
Subject08;F3;0.16666666666666666;0.6013071895424836;0.3157894736842105;0.06397785750258184;G
Subject08;F4;0.1111111111111111;0.20915032679738563;0.18556701030927836;0.06722103299466439;G
Subject08;F7;0.1111111111111111;0.11111111111111112;0.25;0.06465033649114721;G
Subject08;F8;0.05555555555555555;0.0;0.13953488372093023;0.034721658048514216;G
Subject08;T3;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.0671655756705412;G
Subject08;T4;0.05555555555555555;0.0;0.15384615384615385;0.034778578882454;G
Subject08;C3;0.16666666666666666;0.6209150326797386;0.32142857142857145;0.07001436638569265;G
Subject08;C4;0.1111111111111111;0.29411764705882354;0.21428571428571427;0.05100898573060503;G
Subject08;T5;0.05555555555555555;0.0;0.20454545454545456;0.03971376153056662;G
Subject08;T6;0.1111111111111111;0.11111111111111112;0.18;0.0633812756172692;G
Subject08;P3;0.16666666666666666;0.5228758169934641;0.29508196721311475;0.06511691620287699;G
Subject08;P4;0.1111111111111111;0.20915032679738563;0.21176470588235294;0.054321945260702664;G
Subject08;O1;0.1111111111111111;0.11111111111111112;0.23684210526315788;0.05848021145496546;G
Subject08;O2;0.05555555555555555;0.0;0.1935483870967742;0.03834832043899335;G
Subject08;Fz;0.1111111111111111;0.42483660130718953;0.28125;0.03770790853622235;G
Subject08;Cz;0.1111111111111111;0.36601307189542487;0.2465753424657534;0.03793903515515181;G
Subject08;Pz;0.1111111111111111;0.29411764705882354;0.25;0.043546170448195684;G
Subject09;Fp1;0.05555555555555555;0.0;0.1592920353982301;0.037263360292420875;B
Subject09;Fp2;0.1111111111111111;0.11111111111111112;0.1875;0.06203979874118214;B
Subject09;F3;0.16666666666666666;0.5032679738562091;0.3050847457627119;0.0772747732329217;B
Subject09;F4;0.05555555555555555;0.0;0.21176470588235294;0.028591423087300283;B
Subject09;F7;0.05555555555555555;0.0;0.23684210526315788;0.0346091313166024;B
Subject09;F8;0.1111111111111111;0.20915032679738563;0.2222222222222222;0.054301336799716285;B
Subject09;T3;0.1111111111111111;0.11111111111111112;0.2608695652173913;0.06505601907288107;B
Subject09;T4;0.05555555555555555;0.0;0.24;0.03447032973058104;B
Subject09;C3;0.16666666666666666;0.6209150326797386;0.3333333333333333;0.07179516725558434;B
Subject09;C4;0.16666666666666666;0.542483660130719;0.3103448275862069;0.07299825039765766;B
Subject09;T5;0.05555555555555555;0.0;0.20930232558139536;0.03754789106119107;B
Subject09;T6;0.05555555555555555;0.0;0.21951219512195122;0.03327383686728687;B
Subject09;P3;0.05555555555555555;0.0;0.18556701030927836;0.03415401251972753;B
Subject09;P4;0.2222222222222222;0.477124183006536;0.27692307692307694;0.10484884155321335;B
Subject09;O1;0.05555555555555555;0.0;0.18556701030927836;0.03253918814233571;B
Subject09;O2;0.1111111111111111;0.11111111111111112;0.225;0.05895393981853762;B
Subject09;Fz;0.16666666666666666;0.38562091503267976;0.2647058823529412;0.07348184824866609;B
Subject09;Cz;0.1111111111111111;0.5228758169934641;0.32727272727272727;0.033638161724023966;B
Subject09;Pz;0.1111111111111111;0.11111111111111112;0.225;0.053162690138169516;B
Subject10;Fp1;0.1111111111111111;0.11111111111111112;0.20689655172413793;0.05807574871099498;B
Subject10;Fp2;0.05555555555555555;0.0;0.17307692307692307;0.04563132998813976;B
Subject10;F3;0.1111111111111111;0.20915032679738563;0.25;0.05560013573483631;B
Subject10;F4;0.1111111111111111;0.20915032679738563;0.25;0.04230724230392639;B
Subject10;F7;0.05555555555555555;0.0;0.17307692307692307;0.024763788307512902;B
Subject10;F8;0.1111111111111111;0.11111111111111112;0.20689655172413793;0.06724086321541642;B
Subject10;T3;0.16666666666666666;0.5032679738562091;0.2903225806451613;0.08052294584832426;B
Subject10;T4;0.1111111111111111;0.11111111111111112;0.21951219512195122;0.06612231386469584;B
Subject10;C3;0.1111111111111111;0.5032679738562091;0.3157894736842105;0.04523422381591441;B
Subject10;C4;0.1111111111111111;0.20915032679738563;0.26865671641791045;0.055907011652513244;B
Subject10;T5;0.05555555555555555;0.0;0.22784810126582278;0.027817278689768892;B
Subject10;T6;0.05555555555555555;0.0;0.18181818181818182;0.03341849586055992;B
Subject10;P3;0.1111111111111111;0.36601307189542487;0.2535211267605634;0.05358985733274803;B
Subject10;P4;0.05555555555555555;0.0;0.18181818181818182;0.027855326597697794;B
Subject10;O1;0.05555555555555555;0.0;0.15789473684210525;0.038170114897915504;B
Subject10;O2;0.1111111111111111;0.11111111111111112;0.18556701030927836;0.06563633725160259;B
Subject10;Fz;0.16666666666666666;0.5294117647058824;0.3050847457627119;0.06736230302790558;B
Subject10;Cz;0.16666666666666666;0.6601307189542484;0.3333333333333333;0.0691317808087586;B
Subject10;Pz;0.16666666666666666;0.30718954248366015;0.21951219512195122;0.07561290209076826;B
Subject11;Fp1;0.05555555555555555;0.0;0.17142857142857143;0.042864023607942545;G
Subject11;Fp2;0.05555555555555555;0.0;0.23376623376623376;0.03806159202182835;G
Subject11;F3;0.1111111111111111;0.20915032679738563;0.2465753424657534;0.051103167848268946;G
Subject11;F4;0.16666666666666666;0.6274509803921569;0.3673469387755102;0.060029973972107284;G
Subject11;F7;0.1111111111111111;0.11111111111111112;0.20454545454545456;0.07077389592657553;G
Subject11;F8;0.16666666666666666;0.30718954248366015;0.3;0.07612739146268424;G
Subject11;T3;0.05555555555555555;0.0;0.19148936170212766;0.03372058680971706;G
Subject11;T4;0.1111111111111111;0.11111111111111112;0.24;0.05878985944079565;G
Subject11;C3;0.05555555555555555;0.0;0.27692307692307694;0.02927207221114145;G
Subject11;C4;0.05555555555555555;0.0;0.27692307692307694;0.029916341557481085;G
Subject11;T5;0.1111111111111111;0.11111111111111112;0.23376623376623376;0.06134671335279539;G
Subject11;T6;0.05555555555555555;0.0;0.1956521739130435;0.034531034744210265;G
Subject11;P3;0.16666666666666666;0.39215686274509803;0.2903225806451613;0.0770549517952051;G
Subject11;P4;0.05555555555555555;0.0;0.2571428571428571;0.029613865595710442;G
Subject11;O1;0.1111111111111111;0.11111111111111112;0.23376623376623376;0.06095333405213105;G
Subject11;O2;0.05555555555555555;0.0;0.19148936170212766;0.033037090498657606;G
Subject11;Fz;0.1111111111111111;0.29411764705882354;0.3;0.04137139924473304;G
Subject11;Cz;0.2222222222222222;0.6274509803921569;0.375;0.10163233776738465;G
Subject11;Pz;0.16666666666666666;0.5032679738562091;0.33962264150943394;0.06980036809063024;G
Subject12;Fp1;0.1111111111111111;0.11111111111111112;0.28125;0.06186728545179275;G
Subject12;Fp2;0.1111111111111111;0.11111111111111112;0.2903225806451613;0.06770312990198382;G
Subject12;F3;0.1111111111111111;0.20915032679738563;0.3673469387755102;0.05662969456122999;G
Subject12;F4;0.05555555555555555;0.0;0.28125;0.028984797146612597;G
Subject12;F7;0.05555555555555555;0.0;0.2222222222222222;0.03170993904126736;G
Subject12;F8;0.05555555555555555;0.0;0.22784810126582278;0.0362997050426443;G
Subject12;T3;0.1111111111111111;0.11111111111111112;0.35294117647058826;0.05373023769953626;G
Subject12;T4;0.05555555555555555;0.0;0.2222222222222222;0.04541111409734799;G
Subject12;C3;0.2777777777777778;0.8169934640522876;0.5;0.09980430981096151;G
Subject12;C4;0.1111111111111111;0.11111111111111112;0.28125;0.06250479062908511;G
Subject12;T5;0.05555555555555555;0.0;0.2647058823529412;0.03476741848729696;G
Subject12;T6;0.05555555555555555;0.0;0.24;0.03342681059710735;G
Subject12;P3;0.05555555555555555;0.0;0.3;0.027272687385592447;G
Subject12;P4;0.1111111111111111;0.11111111111111112;0.3103448275862069;0.053140446145876555;G
Subject12;O1;0.1111111111111111;0.11111111111111112;0.3103448275862069;0.061817688885676125;G
Subject12;O2;0.05555555555555555;0.0;0.24;0.03669480498283038;G
Subject12;Fz;0.16666666666666666;0.30718954248366015;0.3829787234042553;0.08062403311265585;G
Subject12;Cz;0.1111111111111111;0.20915032679738563;0.3673469387755102;0.03383339801279303;G
Subject12;Pz;0.2222222222222222;0.477124183006536;0.4186046511627907;0.0937777090077094;G
Subject13;Fp1;0.05555555555555555;0.0;0.24;0.03851566394932427;G
Subject13;Fp2;0.1111111111111111;0.11111111111111112;0.20930232558139536;0.055104454934805105;G
Subject13;F3;0.2222222222222222;0.47058823529411764;0.3103448275862069;0.11209545772258003;G
Subject13;F4;0.05555555555555555;0.0;0.17475728155339806;0.028863185579657235;G
Subject13;F7;0.05555555555555555;0.0;0.24;0.03522879731841081;G
Subject13;F8;0.05555555555555555;0.0;0.20689655172413793;0.03941720556916803;G
Subject13;T3;0.05555555555555555;0.0;0.1875;0.038630353836870746;G
Subject13;T4;0.05555555555555555;0.0;0.20689655172413793;0.03135652643515511;G
Subject13;C3;0.1111111111111111;0.47058823529411764;0.35294117647058826;0.04713553956199042;G
Subject13;C4;0.1111111111111111;0.29411764705882354;0.3157894736842105;0.047857903202588564;G
Subject13;T5;0.1111111111111111;0.11111111111111112;0.22784810126582278;0.06545853267667512;G
Subject13;T6;0.16666666666666666;0.21568627450980393;0.2571428571428571;0.08829588218751944;G
Subject13;P3;0.1111111111111111;0.20915032679738563;0.28125;0.05122420451499139;G
Subject13;P4;0.05555555555555555;0.0;0.2647058823529412;0.023231808746011613;G
Subject13;O1;0.05555555555555555;0.0;0.2647058823529412;0.030315795786643864;G
Subject13;O2;0.05555555555555555;0.0;0.2647058823529412;0.03390884541538687;G
Subject13;Fz;0.1111111111111111;0.20915032679738563;0.2535211267605634;0.04886588069793742;G
Subject13;Cz;0.16666666666666666;0.6862745098039216;0.391304347826087;0.06505575070006875;G
Subject13;Pz;0.2777777777777778;0.5490196078431373;0.35294117647058826;0.11943821116421492;G
Subject14;Fp1;0.05555555555555555;0.0;0.225;0.0359520441411713;B
Subject14;Fp2;0.1111111111111111;0.11111111111111112;0.2857142857142857;0.06301380285507653;B
Subject14;F3;0.1111111111111111;0.20915032679738563;0.25;0.056931837343989516;B
Subject14;F4;0.2222222222222222;0.5947712418300654;0.375;0.09257612131797761;B
Subject14;F7;0.1111111111111111;0.11111111111111112;0.20689655172413793;0.07024638865335264;B
Subject14;F8;0.05555555555555555;0.0;0.27692307692307694;0.03283762974083217;B
Subject14;T3;0.05555555555555555;0.0;0.17307692307692307;0.037134600161568845;B
Subject14;T4;0.05555555555555555;0.0;0.2903225806451613;0.03908254135906049;B
Subject14;C3;0.05555555555555555;0.0;0.23376623376623376;0.030067178056544575;B
Subject14;C4;0.2222222222222222;0.673202614379085;0.4;0.10286431119507067;B
Subject14;T5;0.05555555555555555;0.0;0.16981132075471697;0.04563482635714611;B
Subject14;T6;0.05555555555555555;0.0;0.26865671641791045;0.030940357902815588;B
Subject14;P3;0.1111111111111111;0.11111111111111112;0.20224719101123595;0.06908654582567973;B
Subject14;P4;0.2222222222222222;0.5294117647058824;0.36;0.09283018134801405;B
Subject14;O1;0.1111111111111111;0.20915032679738563;0.24324324324324326;0.049921696555773;B
Subject14;O2;0.1111111111111111;0.29411764705882354;0.29508196721311475;0.03745700653438354;B
Subject14;Fz;0.1111111111111111;0.29411764705882354;0.3050847457627119;0.03692326018712262;B
Subject14;Cz;0.1111111111111111;0.11111111111111112;0.3;0.04779870526017692;B
Subject14;Pz;0.05555555555555555;0.0;0.26865671641791045;0.028700965204243725;B
Subject15;Fp1;0.1111111111111111;0.11111111111111112;0.19148936170212766;0.06635755648709916;G
Subject15;Fp2;0.05555555555555555;0.0;0.15517241379310345;0.03352808697181283;G
Subject15;F3;0.1111111111111111;0.20915032679738563;0.22784810126582278;0.049891176175719906;G
Subject15;F4;0.05555555555555555;0.0;0.21686746987951808;0.019925593942145818;G
Subject15;F7;0.05555555555555555;0.0;0.16216216216216217;0.04401798344451381;G
Subject15;F8;0.1111111111111111;0.11111111111111112;0.18181818181818182;0.06468095674658823;G
Subject15;T3;0.1111111111111111;0.11111111111111112;0.26865671641791045;0.06061674847544471;G
Subject15;T4;0.1111111111111111;0.20915032679738563;0.21428571428571427;0.06267033319594013;G
Subject15;C3;0.16666666666666666;0.6209150326797386;0.34615384615384615;0.07405215233539364;G
Subject15;C4;0.05555555555555555;0.0;0.24324324324324326;0.02952369414666981;G
Subject15;T5;0.05555555555555555;0.0;0.21428571428571427;0.034320036460854283;G
Subject15;T6;0.1111111111111111;0.29411764705882354;0.2535211267605634;0.05674856014367867;G
Subject15;P3;0.1111111111111111;0.11111111111111112;0.2647058823529412;0.05504763478845734;G
Subject15;P4;0.16666666666666666;0.45098039215686275;0.3;0.07083710777287125;G
Subject15;O1;0.05555555555555555;0.0;0.21176470588235294;0.031620315495073506;G
Subject15;O2;0.05555555555555555;0.0;0.23376623376623376;0.026435846026130472;G
Subject15;Fz;0.16666666666666666;0.38562091503267976;0.2727272727272727;0.07152595168577941;G
Subject15;Cz;0.16666666666666666;0.5032679738562091;0.3157894736842105;0.07448609636222668;G
Subject15;Pz;0.16666666666666666;0.6013071895424836;0.33962264150943394;0.07371416934360012;G
Subject16;Fp1;0.1111111111111111;0.11111111111111112;0.22784810126582278;0.06372829797526666;G
Subject16;Fp2;0.1111111111111111;0.11111111111111112;0.17475728155339806;0.06808548947400668;G
Subject16;F3;0.16666666666666666;0.5228758169934641;0.28125;0.07355547125459426;G
Subject16;F4;0.1111111111111111;0.20915032679738563;0.20454545454545456;0.05738716609082377;G
Subject16;F7;0.05555555555555555;0.0;0.1875;0.035384883817694945;G
Subject16;F8;0.05555555555555555;0.0;0.15;0.03348351990850422;G
Subject16;T3;0.05555555555555555;0.0;0.23684210526315788;0.032160260096625023;G
Subject16;T4;0.1111111111111111;0.11111111111111112;0.24324324324324326;0.060831389057564425;G
Subject16;C3;0.16666666666666666;0.5686274509803921;0.3050847457627119;0.075356673204492;G
Subject16;C4;0.16666666666666666;0.6013071895424836;0.3050847457627119;0.0748155837655829;G
Subject16;T5;0.05555555555555555;0.0;0.16822429906542055;0.032435021742457854;G
Subject16;T6;0.05555555555555555;0.0;0.1978021978021978;0.03528494154406026;G
Subject16;P3;0.16666666666666666;0.21568627450980393;0.2;0.08574187918534965;G
Subject16;P4;0.16666666666666666;0.45098039215686275;0.2727272727272727;0.0764529842349801;G
Subject16;O1;0.05555555555555555;0.0;0.16822429906542055;0.032189093486578696;G
Subject16;O2;0.05555555555555555;0.0;0.21686746987951808;0.028298620654260358;G
Subject16;Fz;0.1111111111111111;0.29411764705882354;0.24;0.04014195871702726;G
Subject16;Cz;0.1111111111111111;0.5294117647058824;0.3103448275862069;0.04287190716466467;G
